,id,file,emotion_id,emotion,phase
684,D05E02P005S11T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P005S11T03.flac,2,Sadness,2
685,D05E05P009S15T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P009S15T02.flac,5,Anger,2
686,D05E03P107S03T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P107S03T01.flac,3,Surprise,1
687,D05E01P009S01T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P009S01T01.flac,1,Happiness,1
688,D05E02P104S14T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P104S14T01.flac,2,Sadness,1
689,D05E02P008S06T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S06T01.flac,2,Sadness,1
690,D05E01P109S04T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S04T01.flac,1,Happiness,1
691,D05E00P112S06T01,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P112S06T01.flac,0,Neutral,2
692,D05E04P010S09T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P010S09T01.flac,4,Questioning,1
693,D05E00P110S08T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P110S08T02.flac,0,Neutral,2
694,D05E02P111S06T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P111S06T02.flac,2,Sadness,2
695,D05E01P001S15T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P001S15T03.flac,1,Happiness,2
696,D05E00P003S09T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P003S09T03.flac,0,Neutral,2
697,D05E05P110S16T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P110S16T02.flac,5,Anger,2
698,D05E03P110S06T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S06T03.flac,3,Surprise,2
699,D05E00P006S10T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P006S10T01.flac,0,Neutral,1
700,D05E01P003S13T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P003S13T01.flac,1,Happiness,1
701,D05E03P003S16T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P003S16T01.flac,3,Surprise,1
702,D05E03P109S07T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S07T03.flac,3,Surprise,2
703,D05E01P111S15T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P111S15T02.flac,1,Happiness,2
704,D05E05P008S12T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P008S12T01.flac,5,Anger,2
705,D05E00P006S15T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P006S15T02.flac,0,Neutral,2
706,D05E01P003S18T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P003S18T02.flac,1,Happiness,2
707,D05E04P010S06T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P010S06T01.flac,4,Questioning,1
708,D05E05P102S16T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P102S16T01.flac,5,Anger,2
709,D05E01P106S13T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P106S13T01.flac,1,Happiness,1
710,D05E03P004S05T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S05T03.flac,3,Surprise,2
711,D05E00P105S04T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P105S04T01.flac,0,Neutral,1
712,D05E00P003S08T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P003S08T01.flac,0,Neutral,1
713,D05E00P008S06T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P008S06T02.flac,0,Neutral,2
714,D05E03P003S10T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P003S10T01.flac,3,Surprise,1
715,D05E03P004S03T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P004S03T01.flac,3,Surprise,1
716,D05E03P008S07T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P008S07T03.flac,3,Surprise,2
717,D05E02P008S02T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S02T01.flac,2,Sadness,1
718,D05E03P004S10T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S10T02.flac,3,Surprise,2
719,D05E01P111S12T01,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P111S12T01.flac,1,Happiness,2
720,D05E02P103S07T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S07T01.flac,2,Sadness,1
721,D05E03P110S07T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S07T02.flac,3,Surprise,2
722,D05E01P003S06T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P003S06T01.flac,1,Happiness,1
723,D05E01P102S04T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S04T01.flac,1,Happiness,1
724,D05E01P005S08T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P005S08T02.flac,1,Happiness,2
725,D05E00P006S11T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P006S11T02.flac,0,Neutral,2
726,D05E03P006S08T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P006S08T02.flac,3,Surprise,2
727,D05E03P008S16T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P008S16T01.flac,3,Surprise,1
728,D05E05P102S10T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P102S10T02.flac,5,Anger,2
729,D05E01P010S09T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S09T01.flac,1,Happiness,1
730,D05E01P005S09T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P005S09T03.flac,1,Happiness,2
731,D05E01P004S09T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P004S09T03.flac,1,Happiness,2
732,D05E00P006S15T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P006S15T01.flac,0,Neutral,1
733,D05E02P108S06T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S06T01.flac,2,Sadness,1
734,D05E04P108S10T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P108S10T01.flac,4,Questioning,1
735,D05E02P101S10T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P101S10T03.flac,2,Sadness,2
736,D05E00P102S09T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P102S09T03.flac,0,Neutral,2
737,D05E02P109S10T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P109S10T03.flac,2,Sadness,2
738,D05E01P007S04T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S04T01.flac,1,Happiness,1
739,D05E00P101S18T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P101S18T03.flac,0,Neutral,2
740,D05E04P005S16T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P005S16T01.flac,4,Questioning,1
741,D05E01P112S12T01,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P112S12T01.flac,1,Happiness,2
742,D05E03P106S12T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P106S12T01.flac,3,Surprise,1
743,D05E00P010S06T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P010S06T01.flac,0,Neutral,1
744,D05E02P102S07T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S07T01.flac,2,Sadness,1
745,D05E02P113S09T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P113S09T02.flac,2,Sadness,2
746,D05E03P007S07T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P007S07T01.flac,3,Surprise,1
747,D05E00P008S03T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P008S03T01.flac,0,Neutral,1
748,D05E00P103S04T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P103S04T01.flac,0,Neutral,1
749,D05E03P101S14T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P101S14T01.flac,3,Surprise,1
750,D05E00P109S08T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P109S08T03.flac,0,Neutral,2
751,D05E01P110S17T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P110S17T03.flac,1,Happiness,2
752,D05E04P008S08T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P008S08T01.flac,4,Questioning,1
753,D05E04P105S13T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P105S13T01.flac,4,Questioning,1
754,D05E00P112S11T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P112S11T02.flac,0,Neutral,2
755,D05E01P001S18T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P001S18T03.flac,1,Happiness,2
756,D05E00P109S11T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P109S11T01.flac,0,Neutral,1
757,D05E02P101S03T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S03T01.flac,2,Sadness,1
758,D05E02P102S14T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S14T01.flac,2,Sadness,1
759,D05E05P113S18T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P113S18T02.flac,5,Anger,2
760,D05E03P102S07T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P102S07T01.flac,3,Surprise,1
761,D05E01P003S07T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P003S07T02.flac,1,Happiness,2
762,D05E01P003S15T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P003S15T02.flac,1,Happiness,2
763,D05E04P109S05T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P109S05T01.flac,4,Questioning,1
764,D05E01P110S11T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P110S11T03.flac,1,Happiness,2
765,D05E01P001S09T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P001S09T01.flac,1,Happiness,1
766,D05E00P109S18T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P109S18T02.flac,0,Neutral,2
767,D05E00P110S06T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P110S06T03.flac,0,Neutral,2
768,D05E05P001S12T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P001S12T01.flac,5,Anger,2
769,D05E02P002S12T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S12T01.flac,2,Sadness,1
770,D05E01P009S16T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P009S16T01.flac,1,Happiness,1
771,D05E02P004S09T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S09T01.flac,2,Sadness,1
772,D05E05P004S06T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P004S06T01.flac,5,Anger,2
773,D05E03P009S06T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P009S06T01.flac,3,Surprise,1
774,D05E02P101S17T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P101S17T03.flac,2,Sadness,2
775,D05E02P005S09T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P005S09T02.flac,2,Sadness,2
776,D05E03P112S05T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S05T02.flac,3,Surprise,2
777,D05E02P101S05T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P101S05T02.flac,2,Sadness,2
778,D05E03P002S16T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P002S16T01.flac,3,Surprise,1
779,D05E02P006S17T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P006S17T03.flac,2,Sadness,2
780,D05E01P001S07T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P001S07T03.flac,1,Happiness,2
781,D05E00P005S10T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P005S10T03.flac,0,Neutral,2
782,D05E00P106S11T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P106S11T01.flac,0,Neutral,1
783,D05E01P101S12T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P101S12T03.flac,1,Happiness,2
784,D05E04P104S07T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P104S07T01.flac,4,Questioning,1
785,D05E02P007S07T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P007S07T01.flac,2,Sadness,1
786,D05E00P112S08T01,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P112S08T01.flac,0,Neutral,2
787,D05E05P006S10T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P006S10T02.flac,5,Anger,2
788,D05E01P102S05T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S05T01.flac,1,Happiness,1
789,D05E00P001S07T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P001S07T03.flac,0,Neutral,2
790,D05E03P111S10T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S10T02.flac,3,Surprise,2
791,D05E00P004S08T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P004S08T01.flac,0,Neutral,1
792,D05E02P003S07T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S07T01.flac,2,Sadness,1
793,D05E04P008S01T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P008S01T01.flac,4,Questioning,1
794,D05E01P103S11T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P103S11T01.flac,1,Happiness,1
795,D05E01P003S15T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P003S15T01.flac,1,Happiness,1
796,D05E02P111S16T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P111S16T02.flac,2,Sadness,2
797,D05E01P101S15T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P101S15T01.flac,1,Happiness,1
798,D05E02P110S18T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P110S18T03.flac,2,Sadness,2
799,D05E05P006S11T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P006S11T01.flac,5,Anger,2
800,D05E03P105S02T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P105S02T01.flac,3,Surprise,1
801,D05E03P105S10T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P105S10T01.flac,3,Surprise,1
802,D05E01P006S09T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P006S09T02.flac,1,Happiness,2
803,D05E00P002S06T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P002S06T01.flac,0,Neutral,1
804,D05E05P101S16T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P101S16T02.flac,5,Anger,2
805,D05E01P109S10T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P109S10T01.flac,1,Happiness,1
806,D05E02P005S03T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S03T01.flac,2,Sadness,1
807,D05E05P006S15T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P006S15T01.flac,5,Anger,2
808,D05E03P109S10T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S10T02.flac,3,Surprise,2
809,D05E03P009S07T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P009S07T01.flac,3,Surprise,1
810,D05E01P112S10T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P112S10T02.flac,1,Happiness,2
811,D05E05P110S11T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P110S11T02.flac,5,Anger,2
812,D05E05P109S09T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P109S09T02.flac,5,Anger,2
813,D05E01P005S18T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P005S18T02.flac,1,Happiness,2
814,D05E00P101S08T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P101S08T01.flac,0,Neutral,1
815,D05E05P008S07T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P008S07T01.flac,5,Anger,2
816,D05E01P010S07T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S07T01.flac,1,Happiness,1
817,D05E02P008S08T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S08T01.flac,2,Sadness,1
818,D05E00P112S09T01,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P112S09T01.flac,0,Neutral,2
819,D05E02P003S17T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P003S17T03.flac,2,Sadness,2
820,D05E03P005S10T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P005S10T02.flac,3,Surprise,2
821,D05E03P009S11T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P009S11T01.flac,3,Surprise,1
822,D05E01P008S15T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P008S15T02.flac,1,Happiness,2
823,D05E05P003S16T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P003S16T01.flac,5,Anger,2
824,D05E01P002S04T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S04T01.flac,1,Happiness,1
825,D05E05P001S18T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P001S18T01.flac,5,Anger,2
826,D05E05P109S18T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P109S18T01.flac,5,Anger,2
827,D05E00P113S05T01,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P113S05T01.flac,0,Neutral,2
828,D05E00P102S11T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P102S11T02.flac,0,Neutral,2
829,D05E02P001S07T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P001S07T02.flac,2,Sadness,2
830,D05E00P003S08T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P003S08T03.flac,0,Neutral,2
831,D05E00P005S12T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P005S12T03.flac,0,Neutral,2
832,D05E05P110S09T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P110S09T02.flac,5,Anger,2
833,D05E01P102S03T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S03T01.flac,1,Happiness,1
834,D05E03P110S15T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P110S15T01.flac,3,Surprise,1
835,D05E02P107S04T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S04T01.flac,2,Sadness,1
836,D05E01P002S01T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S01T01.flac,1,Happiness,1
837,D05E03P110S11T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P110S11T01.flac,3,Surprise,1
838,D05E02P008S14T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S14T01.flac,2,Sadness,1
839,D05E03P001S15T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P001S15T03.flac,3,Surprise,2
840,D05E04P004S16T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P004S16T01.flac,4,Questioning,1
841,D05E04P007S10T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P007S10T01.flac,4,Questioning,1
842,D05E02P101S16T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P101S16T02.flac,2,Sadness,2
843,D05E00P001S16T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P001S16T01.flac,0,Neutral,1
844,D05E01P103S14T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P103S14T01.flac,1,Happiness,1
845,D05E00P107S11T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P107S11T01.flac,0,Neutral,1
846,D05E02P008S13T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P008S13T01.flac,2,Sadness,1
847,D05E02P005S10T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P005S10T03.flac,2,Sadness,2
848,D05E00P001S08T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P001S08T02.flac,0,Neutral,2
849,D05E02P102S18T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P102S18T02.flac,2,Sadness,2
850,D05E00P008S16T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P008S16T02.flac,0,Neutral,2
851,D05E03P109S08T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S08T02.flac,3,Surprise,2
852,D05E02P005S05T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P005S05T03.flac,2,Sadness,2
853,D05E02P102S03T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S03T01.flac,2,Sadness,1
854,D05E03P110S09T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S09T03.flac,3,Surprise,2
855,D05E03P107S06T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P107S06T01.flac,3,Surprise,1
856,D05E00P006S08T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P006S08T01.flac,0,Neutral,1
857,D05E03P001S02T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P001S02T01.flac,3,Surprise,1
858,D05E02P005S09T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P005S09T01.flac,2,Sadness,1
859,D05E02P103S15T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S15T01.flac,2,Sadness,1
860,D05E03P110S10T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P110S10T01.flac,3,Surprise,1
861,D05E02P102S08T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P102S08T03.flac,2,Sadness,2
862,D05E02P005S12T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P005S12T03.flac,2,Sadness,2
863,D05E00P102S08T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P102S08T01.flac,0,Neutral,1
864,D05E03P101S15T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P101S15T03.flac,3,Surprise,2
865,D05E01P005S15T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S15T01.flac,1,Happiness,1
866,D05E04P110S10T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P110S10T01.flac,4,Questioning,1
867,D05E01P109S08T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P109S08T02.flac,1,Happiness,2
868,D05E01P006S14T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P006S14T01.flac,1,Happiness,1
869,D05E00P006S06T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P006S06T02.flac,0,Neutral,2
870,D05E01P006S05T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P006S05T02.flac,1,Happiness,2
871,D05E03P112S12T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S12T02.flac,3,Surprise,2
872,D05E02P004S10T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P004S10T02.flac,2,Sadness,2
873,D05E05P008S15T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P008S15T02.flac,5,Anger,2
874,D05E01P004S08T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P004S08T02.flac,1,Happiness,2
875,D05E01P109S09T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P109S09T03.flac,1,Happiness,2
876,D05E02P008S06T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P008S06T03.flac,2,Sadness,2
877,D05E04P009S15T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P009S15T01.flac,4,Questioning,1
878,D05E05P006S17T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P006S17T02.flac,5,Anger,2
879,D05E02P112S06T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P112S06T02.flac,2,Sadness,2
880,D05E05P113S16T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P113S16T01.flac,5,Anger,2
881,D05E05P003S05T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P003S05T02.flac,5,Anger,2
882,D05E01P112S11T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P112S11T02.flac,1,Happiness,2
883,D05E02P105S06T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S06T01.flac,2,Sadness,1
