,id,file,emotion_id,emotion,phase
2671,D05E02P102S12T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P102S12T01.flac,2,Sadness,1
2672,D05E04P107S10T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P107S10T01.flac,4,Questioning,1
2673,D05E01P113S15T01,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P113S15T01.flac,1,Happiness,2
2674,D05E04P105S16T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P105S16T01.flac,4,Questioning,1
2675,D05E01P006S16T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P006S16T01.flac,1,Happiness,1
2676,D05E04P008S10T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P008S10T01.flac,4,Questioning,1
2677,D05E02P108S13T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P108S13T01.flac,2,Sadness,1
2678,D05E01P101S09T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P101S09T03.flac,1,Happiness,2
2679,D05E00P108S08T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P108S08T01.flac,0,Neutral,1
2680,D05E03P001S16T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P001S16T01.flac,3,Surprise,1
2681,D05E02P106S03T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S03T01.flac,2,Sadness,1
2682,D05E03P001S16T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P001S16T02.flac,3,Surprise,2
2683,D05E01P001S06T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P001S06T03.flac,1,Happiness,2
2684,D05E03P009S07T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P009S07T02.flac,3,Surprise,2
2685,D05E03P108S15T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P108S15T01.flac,3,Surprise,1
2686,D05E03P004S16T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S16T03.flac,3,Surprise,2
2687,D05E02P110S06T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P110S06T01.flac,2,Sadness,1
2688,D05E04P010S01T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P010S01T01.flac,4,Questioning,1
2689,D05E02P005S06T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P005S06T02.flac,2,Sadness,2
2690,D05E00P008S07T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P008S07T02.flac,0,Neutral,2
2691,D05E04P105S15T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P105S15T01.flac,4,Questioning,1
2692,D05E00P004S10T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P004S10T01.flac,0,Neutral,1
2693,D05E03P109S07T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S07T02.flac,3,Surprise,2
2694,D05E02P106S11T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P106S11T01.flac,2,Sadness,1
2695,D05E02P003S12T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P003S12T02.flac,2,Sadness,2
2696,D05E02P001S15T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S15T01.flac,2,Sadness,1
2697,D05E03P002S15T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P002S15T01.flac,3,Surprise,1
2698,D05E01P105S08T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S08T01.flac,1,Happiness,1
2699,D05E00P005S10T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P005S10T02.flac,0,Neutral,2
2700,D05E02P004S18T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P004S18T02.flac,2,Sadness,2
2701,D05E03P112S15T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S15T02.flac,3,Surprise,2
2702,D05E00P102S05T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P102S05T02.flac,0,Neutral,2
2703,D05E03P105S15T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P105S15T01.flac,3,Surprise,1
2704,D05E00P113S16T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P113S16T02.flac,0,Neutral,2
2705,D05E02P006S06T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P006S06T01.flac,2,Sadness,1
2706,D05E01P005S03T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S03T01.flac,1,Happiness,1
2707,D05E01P105S07T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S07T01.flac,1,Happiness,1
2708,D05E00P107S09T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P107S09T01.flac,0,Neutral,1
2709,D05E02P004S01T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P004S01T01.flac,2,Sadness,1
2710,D05E02P111S07T01,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P111S07T01.flac,2,Sadness,2
2711,D05E04P102S04T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P102S04T01.flac,4,Questioning,1
2712,D05E01P007S01T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S01T01.flac,1,Happiness,1
2713,D05E01P110S08T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P110S08T02.flac,1,Happiness,2
2714,D05E02P103S09T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S09T01.flac,2,Sadness,1
2715,D05E00P007S06T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P007S06T01.flac,0,Neutral,1
2716,D05E04P006S03T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P006S03T01.flac,4,Questioning,1
2717,D05E03P109S05T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S05T02.flac,3,Surprise,2
2718,D05E05P003S09T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P003S09T01.flac,5,Anger,2
2719,D05E00P113S06T01,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P113S06T01.flac,0,Neutral,2
2720,D05E02P105S11T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P105S11T01.flac,2,Sadness,1
2721,D05E03P113S16T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S16T02.flac,3,Surprise,2
2722,D05E00P003S02T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P003S02T01.flac,0,Neutral,1
2723,D05E05P004S16T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P004S16T01.flac,5,Anger,2
2724,D05E01P102S08T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P102S08T01.flac,1,Happiness,1
2725,D05E05P101S10T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P101S10T02.flac,5,Anger,2
2726,D05E01P008S16T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S16T01.flac,1,Happiness,1
2727,D05E01P007S10T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S10T01.flac,1,Happiness,1
2728,D05E05P008S06T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P008S06T02.flac,5,Anger,2
2729,D05E00P003S05T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P003S05T01.flac,0,Neutral,1
2730,D05E00P111S18T01,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P111S18T01.flac,0,Neutral,2
2731,D05E04P008S06T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P008S06T01.flac,4,Questioning,1
2732,D05E03P009S18T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P009S18T03.flac,3,Surprise,2
2733,D05E03P109S08T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S08T03.flac,3,Surprise,2
2734,D05E05P001S08T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P001S08T01.flac,5,Anger,2
2735,D05E03P010S14T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P010S14T01.flac,3,Surprise,1
2736,D05E04P001S07T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P001S07T01.flac,4,Questioning,1
2737,D05E02P002S16T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P002S16T01.flac,2,Sadness,1
2738,D05E02P009S09T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P009S09T03.flac,2,Sadness,2
2739,D05E03P110S12T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P110S12T03.flac,3,Surprise,2
2740,D05E00P005S06T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P005S06T03.flac,0,Neutral,2
2741,D05E03P112S07T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S07T02.flac,3,Surprise,2
2742,D05E01P004S14T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P004S14T01.flac,1,Happiness,1
2743,D05E03P008S10T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P008S10T01.flac,3,Surprise,1
2744,D05E02P101S01T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P101S01T01.flac,2,Sadness,1
2745,D05E02P107S15T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P107S15T01.flac,2,Sadness,1
2746,D05E05P102S07T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P102S07T02.flac,5,Anger,2
2747,D05E01P113S17T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P113S17T02.flac,1,Happiness,2
2748,D05E03P102S08T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S08T03.flac,3,Surprise,2
2749,D05E04P105S14T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P105S14T01.flac,4,Questioning,1
2750,D05E00P004S06T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P004S06T03.flac,0,Neutral,2
2751,D05E03P105S04T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P105S04T01.flac,3,Surprise,1
2752,D05E04P106S16T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P106S16T01.flac,4,Questioning,1
2753,D05E04P003S06T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P003S06T01.flac,4,Questioning,1
2754,D05E03P102S03T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P102S03T01.flac,3,Surprise,1
2755,D05E05P109S05T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P109S05T01.flac,5,Anger,2
2756,D05E01P007S05T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S05T01.flac,1,Happiness,1
2757,D05E05P006S12T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P006S12T02.flac,5,Anger,2
2758,D05E00P113S08T01,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P113S08T01.flac,0,Neutral,2
2759,D05E01P101S07T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P101S07T01.flac,1,Happiness,1
2760,D05E03P102S10T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S10T02.flac,3,Surprise,2
2761,D05E05P102S06T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P102S06T02.flac,5,Anger,2
2762,D05E03P108S04T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P108S04T01.flac,3,Surprise,1
2763,D05E00P004S07T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P004S07T03.flac,0,Neutral,2
2764,D05E02P005S05T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P005S05T02.flac,2,Sadness,2
2765,D05E05P112S18T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P112S18T01.flac,5,Anger,2
2766,D05E00P003S12T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P003S12T02.flac,0,Neutral,2
2767,D05E04P105S03T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P105S03T01.flac,4,Questioning,1
2768,D05E03P010S08T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P010S08T01.flac,3,Surprise,1
2769,D05E05P112S18T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P112S18T02.flac,5,Anger,2
2770,D05E01P001S07T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P001S07T01.flac,1,Happiness,1
2771,D05E01P004S17T03,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P004S17T03.flac,1,Happiness,2
2772,D05E00P109S15T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P109S15T03.flac,0,Neutral,2
2773,D05E03P111S16T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P111S16T02.flac,3,Surprise,2
2774,D05E00P004S07T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P004S07T02.flac,0,Neutral,2
2775,D05E02P009S10T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P009S10T03.flac,2,Sadness,2
2776,D05E03P112S12T01,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S12T01.flac,3,Surprise,2
2777,D05E05P102S15T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P102S15T01.flac,5,Anger,2
2778,D05E02P001S11T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P001S11T01.flac,2,Sadness,1
2779,D05E02P003S14T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P003S14T01.flac,2,Sadness,1
2780,D05E01P010S14T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S14T01.flac,1,Happiness,1
2781,D05E05P001S12T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P001S12T02.flac,5,Anger,2
2782,D05E01P007S06T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P007S06T01.flac,1,Happiness,1
2783,D05E04P007S15T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P007S15T01.flac,4,Questioning,1
2784,D05E03P005S14T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P005S14T01.flac,3,Surprise,1
2785,D05E02P004S05T02,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P004S05T02.flac,2,Sadness,2
2786,D05E01P002S07T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S07T01.flac,1,Happiness,1
2787,D05E04P007S13T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P007S13T01.flac,4,Questioning,1
2788,D05E05P113S11T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P113S11T02.flac,5,Anger,2
2789,D05E00P112S18T01,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P112S18T01.flac,0,Neutral,2
2790,D05E02P009S04T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P009S04T01.flac,2,Sadness,1
2791,D05E01P109S16T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P109S16T02.flac,1,Happiness,2
2792,D05E00P109S16T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P109S16T03.flac,0,Neutral,2
2793,D05E04P104S04T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P104S04T01.flac,4,Questioning,1
2794,D05E01P005S06T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P005S06T01.flac,1,Happiness,1
2795,D05E01P111S18T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P111S18T02.flac,1,Happiness,2
2796,D05E00P008S06T03,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P008S06T03.flac,0,Neutral,2
2797,D05E04P102S07T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P102S07T01.flac,4,Questioning,1
2798,D05E03P109S11T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S11T02.flac,3,Surprise,2
2799,D05E04P001S06T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P001S06T01.flac,4,Questioning,1
2800,D05E05P008S11T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P008S11T02.flac,5,Anger,2
2801,D05E01P002S10T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P002S10T01.flac,1,Happiness,1
2802,D05E05P112S07T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P112S07T02.flac,5,Anger,2
2803,D05E05P112S12T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P112S12T02.flac,5,Anger,2
2804,D05E03P101S08T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P101S08T03.flac,3,Surprise,2
2805,D05E05P006S16T02,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P006S16T02.flac,5,Anger,2
2806,D05E05P005S05T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P005S05T01.flac,5,Anger,2
2807,D05E01P008S11T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P008S11T01.flac,1,Happiness,1
2808,D05E00P104S11T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P104S11T01.flac,0,Neutral,1
2809,D05E01P001S06T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P001S06T02.flac,1,Happiness,2
2810,D05E03P113S15T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S15T02.flac,3,Surprise,2
2811,D05E00P009S03T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P009S03T01.flac,0,Neutral,1
2812,D05E01P106S06T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P106S06T01.flac,1,Happiness,1
2813,D05E03P003S11T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P003S11T03.flac,3,Surprise,2
2814,D05E00P112S07T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P112S07T02.flac,0,Neutral,2
2815,D05E01P010S11T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P010S11T01.flac,1,Happiness,1
2816,D05E03P102S16T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P102S16T03.flac,3,Surprise,2
2817,D05E01P112S10T01,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P112S10T01.flac,1,Happiness,2
2818,D05E02P109S04T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P109S04T01.flac,2,Sadness,1
2819,D05E03P113S11T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P113S11T02.flac,3,Surprise,2
2820,D05E02P001S16T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P001S16T03.flac,2,Sadness,2
2821,D05E01P108S04T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S04T01.flac,1,Happiness,1
2822,D05E05P112S10T01,ksu_emotions/data/SPEECH/Phase_2/E05/D05E05P112S10T01.flac,5,Anger,2
2823,D05E01P108S05T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P108S05T01.flac,1,Happiness,1
2824,D05E02P103S11T01,ksu_emotions/data/SPEECH/Phase_1/E02/D05E02P103S11T01.flac,2,Sadness,1
2825,D05E03P112S09T01,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P112S09T01.flac,3,Surprise,2
2826,D05E04P108S14T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P108S14T01.flac,4,Questioning,1
2827,D05E00P004S06T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P004S06T02.flac,0,Neutral,2
2828,D05E03P101S11T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P101S11T01.flac,3,Surprise,1
2829,D05E03P109S16T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P109S16T03.flac,3,Surprise,2
2830,D05E02P109S15T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P109S15T03.flac,2,Sadness,2
2831,D05E03P108S16T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P108S16T01.flac,3,Surprise,1
2832,D05E02P003S18T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P003S18T03.flac,2,Sadness,2
2833,D05E03P009S14T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P009S14T01.flac,3,Surprise,1
2834,D05E00P110S16T01,ksu_emotions/data/SPEECH/Phase_1/E00/D05E00P110S16T01.flac,0,Neutral,1
2835,D05E01P105S04T01,ksu_emotions/data/SPEECH/Phase_1/E01/D05E01P105S04T01.flac,1,Happiness,1
2836,D05E00P102S17T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P102S17T02.flac,0,Neutral,2
2837,D05E00P004S12T02,ksu_emotions/data/SPEECH/Phase_2/E00/D05E00P004S12T02.flac,0,Neutral,2
2838,D05E03P001S07T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P001S07T01.flac,3,Surprise,1
2839,D05E04P003S04T01,ksu_emotions/data/SPEECH/Phase_1/E04/D05E04P003S04T01.flac,4,Questioning,1
2840,D05E03P008S16T02,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P008S16T02.flac,3,Surprise,2
2841,D05E02P005S17T03,ksu_emotions/data/SPEECH/Phase_2/E02/D05E02P005S17T03.flac,2,Sadness,2
2842,D05E03P004S09T03,ksu_emotions/data/SPEECH/Phase_2/E03/D05E03P004S09T03.flac,3,Surprise,2
2843,D05E01P111S16T02,ksu_emotions/data/SPEECH/Phase_2/E01/D05E01P111S16T02.flac,1,Happiness,2
2844,D05E03P101S15T01,ksu_emotions/data/SPEECH/Phase_1/E03/D05E03P101S15T01.flac,3,Surprise,1
